   1,  0.52913,  0.54591,  0.99371,  0.51334,329.5,-102707.518,    530.630, 200, 125,  77, 136 , 155 ,24483  ,       -1.000
   2,  0.55993,  0.53322,  0.99558,  0.58945,290.5,-102559.494,    503.461, 200, 112,  89, 137 , 109 ,24529  ,       -1.000
   3,  0.51208,  0.53356,  0.99334,  0.49226,343.0,-103450.026,    517.334, 200, 119,  80, 139 , 164 ,24474  ,       -1.000
   4,  0.53425,  0.52525,  0.99468,  0.54355,313.0,-101916.034,    559.772, 200, 115,  82, 141 , 131 ,24507  ,       -1.000
   5,  0.53754,  0.52588,  0.99476,  0.54974,309.5,-102318.906,    498.156, 200, 119,  77, 142 , 129 ,24509  ,       -1.000
   6,  0.53500,  0.55250,  0.99395,  0.51858,326.5,-102982.313,    541.850, 200, 113,  95, 130 , 149 ,24489  ,       -1.000
   7,  0.53710,  0.55408,  0.99379,  0.52113,324.5,-101851.692,    526.079, 200, 129,  75, 134 , 153 ,24485  ,       -1.000
   8,  0.56333,  0.54516,  0.99509,  0.58276,290.0,-101507.133,    591.668, 200, 141,  56, 141 , 121 ,24517  ,       -1.000
   9,  0.52091,  0.50764,  0.99472,  0.53488,318.5,-103248.877,    522.224, 200, 106,  87, 145 , 130 ,24508  ,       -1.000
  10,  0.53638,  0.53820,  0.99440,  0.53457,317.5,-102898.767,    512.818, 200, 115,  87, 136 , 138 ,24500  ,       -1.000
Avg,  0.53656,  0.53614,  0.99440,  0.53803,316.250,-102544.076,    530.399,200.000,        NaN
Std,  0.01474,  0.01350,  0.00066,  0.02864,15.745,    605.151,     26.605,  0.000,        NaN
