1,0.74699,0.81579,0.97869,0.68889,29,-30516.563,486.48, 200       23   16    7   14  643         -1.000,
2,0.60227,0.67089,0.96651,0.54639,41.5,-31267.544,486.324, 200       20   13   13   22  635         -1.000,
3,0.6747,0.73684,0.97412,0.62222,35,-31097.258,488.859, 200       20   16   10   17  640         -1.000,
4,0.78571,0.84615,0.98174,0.73333,25,-31007.643,481.446, 200       26   14    6   12  645         -1.000,
5,0.61957,0.7037,0.96499,0.5534,40.5,-31661.94,483.059, 200       23   11   12   23  634         -1.000,
6,0.62353,0.67089,0.97108,0.58242,38.5,-31899.858,478.186, 200       20   13   13   19  638         -1.000,
7,0.71429,0.78313,0.97412,0.65657,30.5,-30718.725,482.069, 200       28    9    9   17  640         -1.000,
8,0.7907,0.87179,0.98021,0.7234,25,-30548.696,485.044, 200       27   14    5   13  644         -1.000,
9,0.65263,0.7381,0.96651,0.58491,37,-31540.635,485.98, 200       27    8   11   22  635         -1.000,
10,0.63218,0.67901,0.97108,0.5914,37.5,-31449.583,482.054, 200       22   11   13   19  638         -1.000,
Avg,0.68426,0.75163,0.97291,0.62829,33.95,-31170.844,483.95,200,        NaN
Std,0.06698,0.07035,0.00565,0.065,5.833,452.553,2.981,0,        NaN
